original_entry_id,original_label,original_destination,feature_code,canonical_route_id,module,category,task,owner,access_policy,availability,unavailable_reason,screen_pattern,primary_action,normal_viewport_expectation,constrained_viewport_expectation,implementation_status,navigation_result,search_result,state_result,visual_result,keyboard_result,installed_result,evidence,open_issue
control:226,Save user access,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Save user access,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:227,Application users,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Application users,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:228,Business rule and KPI catalogue,AdministrationWorkspaceView,,kpi,Settings,Stores & Masters,KPI Catalogue,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Business rule and KPI catalogue,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:229,Product integration health,AdministrationWorkspaceView,,health,Settings,Database & Recovery,System Health,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Product integration health,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:230,Import business date,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import business date,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:231,Import store,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import store,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:232,Controlled import restatement,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Controlled import restatement,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:233,Import restatement reason,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import restatement reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:234,Browse workbook or ZIP,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Browse workbook or ZIP,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:235,Browse import folder,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Browse import folder,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:236,Selected import source,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Selected import source,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:237,Validate workbook,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Validate workbook,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:238,Import validated rows,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import validated rows,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:239,Import batch,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import batch,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:240,Cancel import batch,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Cancel import batch,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:241,Retry failed imports,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Retry failed imports,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:242,Import diagnostics,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Import diagnostics,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:243,Batch import results,ImportWorkspaceView,,import-files,Imports,Intake,Import Files,ImportWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Batch import results,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
